Distance_(pixels),Value,Y1
1699,55652777984.000,56050905088.000
1700,55650144256.000,56057036800.000
1701,55647657984.000,56063254528.000
1702,55644872704.000,56069591040.000
1703,55642005504.000,56075878400.000
1704,55638847488.000,56082108416.000
1705,55635562496.000,56088174592.000
1706,55632097280.000,56094085120.000
1707,55628533760.000,56099831808.000
1708,55625256960.000,56105369600.000
1709,55621627904.000,56111026176.000
1710,55618248704.000,56115671040.000
1711,55615111168.000,56120709120.000
1712,55611871232.000,56125317120.000
1713,55609085952.000,56129650688.000
1714,55606190080.000,56134053888.000
1715,55602761728.000,56138231808.000
1716,55600107520.000,56142102528.000
1717,55597338624.000,56145575936.000
1718,55594545152.000,56148680704.000
1719,55591694336.000,56152309760.000
1720,55588835328.000,56155746304.000
1721,55585873920.000,56159047680.000
1722,55583064064.000,56162234368.000
1723,55579803648.000,56165441536.000
1724,55576928256.000,56168861696.000
1725,55573823488.000,56171974656.000
1726,55570767872.000,56175652864.000
1727,55567605760.000,56178831360.000
1728,55564419072.000,56182431744.000
1729,55561412608.000,56185999360.000
1730,55558270976.000,56189489152.000
1731,55555969024.000,56193155072.000
1732,55553585152.000,56197079040.000
1733,55551819776.000,56200765440.000
1734,55550377984.000,56204771328.000
1735,55548710912.000,56208023552.000
1736,55547940864.000,56211464192.000
1737,55546658816.000,56214654976.000
1738,55546048512.000,56217886720.000
1739,55545651200.000,56220868608.000
1740,55545626624.000,56223526912.000
1741,55545782272.000,56226254848.000
1742,55545438208.000,56228896768.000
1743,55545380864.000,56231424000.000
1744,55545495552.000,56233394176.000
1745,55545298944.000,56235700224.000
1746,55544967168.000,56238194688.000
1747,55544483840.000,56240304128.000
1748,55544242176.000,56242667520.000
1749,55543156736.000,56244850688.000
1750,55542743040.000,56247218176.000
1751,55542112256.000,56249614336.000
1752,55541358592.000,56251912192.000
1753,55540572160.000,56254279680.000
1754,55539834880.000,56256557056.000
1755,55538794496.000,56258977792.000
1756,55538708480.000,56260976640.000
1757,55538397184.000,56263073792.000
1758,55538618368.000,56264822784.000
1759,55538696192.000,56266264576.000
1760,55539392512.000,56266850304.000
1761,55540391936.000,56267370496.000
1762,55541854208.000,56267227136.000
1763,55543668736.000,56267177984.000
1764,55545520128.000,56266018816.000
1765,55548112896.000,56264818688.000
1766,55550103552.000,56263225344.000
1767,55552937984.000,56260968448.000
1768,55555760128.000,56258977792.000
1769,55558758400.000,56256655360.000
1770,55561854976.000,56254193664.000
1771,55564677120.000,56251723776.000
1772,55567896576.000,56249516032.000
1773,55570714624.000,56247427072.000
1774,55573831680.000,56245313536.000
1775,55577235456.000,56243519488.000
1776,55581102080.000,56242077696.000
1777,55584874496.000,56240951296.000
1778,55589109760.000,56240525312.000
1779,55593455616.000,56240017408.000
1780,55598235648.000,56240345088.000
1781,55602851840.000,56240529408.000
1782,55607656448.000,56240820224.000
1783,55612186624.000,56241770496.000
1784,55617073152.000,56242909184.000
1785,55621718016.000,56244199424.000
1786,55625392128.000,56245288960.000
1787,55629053952.000,56246292480.000
1788,55631798272.000,56247328768.000
1789,55634325504.000,56248246272.000
1790,55636013056.000,56248569856.000
1791,55637024768.000,56248946688.000
1792,55637901312.000,56249630720.000
1793,55638147072.000,56249470976.000
1794,55637671936.000,56249495552.000
1795,55637495808.000,56249643008.000
1796,55636516864.000,56249372672.000
1797,55635591168.000,56248782848.000
1798,55634546688.000,56248455168.000
1799,55633420288.000,56247795712.000
1800,55632293888.000,56247324672.000
1801,55631585280.000,56246362112.000
1802,55630381056.000,56245731328.000
1803,55628996608.000,56245059584.000
1804,55627931648.000,56244051968.000
1805,55626334208.000,56243007488.000
1806,55624749056.000,56241627136.000
1807,55622791168.000,56240193536.000
1808,55620497408.000,56238923776.000
1809,55618187264.000,56237719552.000
1810,55615053824.000,56236171264.000
1811,55612039168.000,56235143168.000
1812,55608557568.000,56233885696.000
1813,55604850688.000,56232882176.000
1814,55600934912.000,56232017920.000
1815,55597129728.000,56231669760.000
1816,55593000960.000,56231350272.000
1817,55588913152.000,56231084032.000
1818,55584866304.000,56231219200.000
1819,55581077504.000,56231579648.000
1820,55576784896.000,56232267776.000
1821,55573131264.000,56232968192.000
1822,55569235968.000,56233725952.000
1823,55565516800.000,56234225664.000
1824,55562145792.000,56234967040.000
1825,55559024640.000,56234938368.000
1826,55555846144.000,56235483136.000
1827,55552794624.000,56235302912.000
1828,55549710336.000,56234631168.000
1829,55547510784.000,56234037248.000
1830,55545118720.000,56232693760.000
1831,55542603776.000,56230653952.000
1832,55540285440.000,56228425728.000
1833,55538135040.000,56225857536.000
1834,55536496640.000,56222912512.000
1835,55534690304.000,56219623424.000
1836,55533510656.000,56216162304.000
1837,55532990464.000,56212652032.000
1838,55531835392.000,56209227776.000
1839,55530782720.000,56206159872.000
1840,55530147840.000,56202592256.000
1841,55529107456.000,56199315456.000
1842,55527542784.000,56195944448.000
1843,55526166528.000,56192843776.000
1844,55524417536.000,56190009344.000
1845,55522787328.000,56186695680.000
1846,55521239040.000,56184020992.000
1847,55519354880.000,56180826112.000
1848,55517446144.000,56178106368.000
1849,55515574272.000,56175202304.000
1850,55513530368.000,56172400640.000
1851,55511654400.000,56169615360.000
1852,55509630976.000,56166543360.000
1853,55507361792.000,56164233216.000
1854,55505256448.000,56161325056.000
1855,55503319040.000,56158699520.000
1856,55501492224.000,56155750400.000
1857,55499530240.000,56153305088.000
1858,55497859072.000,56150663168.000
1859,55496093696.000,56148049920.000
1860,55494479872.000,56145326080.000
1861,55493201920.000,56142536704.000
1862,55491960832.000,56139735040.000
1863,55491448832.000,56136953856.000
1864,55490756608.000,56133369856.000
1865,55490994176.000,56130699264.000
1866,55491149824.000,56127291392.000
1867,55491801088.000,56124522496.000
1868,55492870144.000,56120905728.000
1869,55493955584.000,56117825536.000
1870,55495815168.000,56114364416.000
1871,55497248768.000,56111890432.000
1872,55499415552.000,56109146112.000
1873,55501234176.000,56106471424.000
1874,55502790656.000,56103866368.000
1875,55503941632.000,56101408768.000
1876,55505272832.000,56099479552.000
1877,55506128896.000,56097357824.000
1878,55506997248.000,56095391744.000
1879,55507714048.000,56093564928.000
1880,55508406272.000,56091844608.000
1881,55509315584.000,56090689536.000
1882,55509729280.000,56089427968.000
1883,55510556672.000,56088326144.000
1884,55510945792.000,56087715840.000
1885,55511408640.000,56086773760.000
1886,55512145920.000,56086491136.000
1887,55512772608.000,56086228992.000
1888,55513444352.000,56085970944.000
1889,55513755648.000,56085778432.000
1890,55514030080.000,56086179840.000
1891,55514251264.000,56085958656.000
1892,55514140672.000,56086355968.000
1893,55514206208.000,56086163456.000
1894,55513833472.000,56086401024.000
1895,55513407488.000,56086024192.000
1896,55512580096.000,56085647360.000
1897,55511228416.000,56085131264.000
1898,55509962752.000,56084721664.000
1899,55508041728.000,56083537920.000
1900,55505887232.000,56082870272.000
1901,55503847424.000,56081047552.000
1902,55501131776.000,56079908864.000
1903,55498293248.000,56078802944.000
1904,55495671808.000,56077090816.000
1905,55492481024.000,56075407360.000
1906,55489482752.000,56073994240.000
1907,55486545920.000,56072581120.000
1908,55483645952.000,56070692864.000
1909,55480844288.000,56069087232.000
1910,55477796864.000,56066813952.000
1911,55474606080.000,56065728512.000
1912,55471570944.000,56063328256.000
1913,55467941888.000,56061349888.000
1914,55464701952.000,56059351040.000
1915,55461396480.000,56057225216.000
1916,55457071104.000,56055177216.000
1917,55452905472.000,56053014528.000
1918,55448059904.000,56050765824.000
1919,55442792448.000,56048672768.000
1920,55437111296.000,56046317568.000
1921,55430610944.000,56044400640.000
1922,55423787008.000,56042139648.000
1923,55416590336.000,56040398848.000
1924,55408521216.000,56038268928.000
1925,55400808448.000,56036573184.000
1926,55392489472.000,56034414592.000
1927,55383805952.000,56032628736.000
1928,55375278080.000,56030773248.000
1929,55366307840.000,56028856320.000
1930,55357710336.000,56027242496.000
1931,55348744192.000,56025403392.000
1932,55340199936.000,56023437312.000
1933,55330983936.000,56021463040.000
1934,55321903104.000,56019570688.000
1935,55312281600.000,56017690624.000
1936,55303380992.000,56015941632.000
1937,55293882368.000,56014274560.000
1938,55284436992.000,56012533760.000
1939,55275012096.000,56010989568.000
1940,55265316864.000,56009441280.000
1941,55256305664.000,56008265728.000
1942,55246946304.000,56007217152.000
1943,55237771264.000,56006496256.000
1944,55228407808.000,56005873664.000
1945,55219716096.000,56005767168.000
1946,55210622976.000,56005783552.000
1947,55201914880.000,56006557696.000
1948,55193751552.000,56007389184.000
1949,55185276928.000,56008052736.000
1950,55177121792.000,56009175040.000
1951,55168819200.000,56010682368.000
1952,55160696832.000,56012324864.000
1953,55152283648.000,56014065664.000
1954,55144312832.000,56016072704.000
1955,55136006144.000,56018247680.000
1956,55127265280.000,56020189184.000
1957,55118553088.000,56022499328.000
1958,55109799936.000,56024948736.000
1959,55101001728.000,56027254784.000
1960,55092187136.000,56029753344.000
1961,55083069440.000,56032030720.000
1962,55074111488.000,56034656256.000
1963,55065071616.000,56036900864.000
1964,55056154624.000,56039321600.000
1965,55046971392.000,56041144320.000
1966,55037997056.000,56043175936.000
1967,55028527104.000,56044564480.000
1968,55019548672.000,56045903872.000
1969,55010189312.000,56047542272.000
1970,55000711168.000,56048119808.000
1971,54991671296.000,56049291264.000
1972,54982995968.000,56049799168.000
1973,54974210048.000,56050331648.000
1974,54966095872.000,56050552832.000
1975,54957613056.000,56051011584.000
1976,54949769216.000,56050798592.000
1977,54942097408.000,56050909184.000
1978,54934245376.000,56050819072.000
1979,54926737408.000,56050597888.000
1980,54918901760.000,56050655232.000
1981,54911651840.000,56050577408.000
1982,54904315904.000,56050278400.000
1983,54896898048.000,56050098176.000
1984,54889766912.000,56049938432.000
1985,54882734080.000,56049487872.000
1986,54875586560.000,56049160192.000
1987,54868488192.000,56048562176.000
1988,54861672448.000,56048037888.000
1989,54854791168.000,56047239168.000
1990,54847938560.000,56046292992.000
1991,54841569280.000,56045469696.000
1992,54835093504.000,56044077056.000
1993,54828863488.000,56042971136.000
1994,54822920192.000,56041570304.000
1995,54817619968.000,56039968768.000
1996,54812438528.000,56038543360.000
1997,54807597056.000,56036335616.000
1998,54802640896.000,56034889728.000
1999,54798127104.000,56032559104.000
2000,54794141696.000,56030650368.000
2001,54790418432.000,56027828224.000
2002,54786744320.000,56025145344.000
2003,54783574016.000,56022593536.000
2004,54780493824.000,56019673088.000
2005,54777532416.000,56016691200.000
2006,54774714368.000,56013266944.000
2007,54772535296.000,56009990144.000
2008,54770401280.000,56006746112.000
2009,54768427008.000,56003018752.000
2010,54767501312.000,55999246336.000
2011,54766186496.000,55995613184.000
2012,54765543424.000,55991459840.000
2013,54765211648.000,55986696192.000
2014,54765273088.000,55982215168.000
2015,54765137920.000,55977697280.000
2016,54765375488.000,55972904960.000
2017,54766243840.000,55968047104.000
2018,54766641152.000,55963594752.000
2019,54766866432.000,55959175168.000
2020,54767378432.000,55955038208.000
2021,54767558656.000,55950573568.000
2022,54768091136.000,55946780672.000
2023,54767452160.000,55943323648.000
2024,54767448064.000,55940636672.000
2025,54767284224.000,55937675264.000
2026,54767087616.000,55935135744.000
2027,54767030272.000,55932669952.000
2028,54767075328.000,55930830848.000
2029,54767112192.000,55929393152.000
2030,54767734784.000,55927910400.000
2031,54768717824.000,55926087680.000
2032,54769516544.000,55924359168.000
2033,54770716672.000,55922974720.000
2034,54772535296.000,55921278976.000
2035,54773919744.000,55919792128.000
2036,54775427072.000,55918030848.000
2037,54777032704.000,55915986944.000
2038,54778580992.000,55914606592.000
2039,54780092416.000,55912587264.000
2040,54781280256.000,55910715392.000
2041,54782373888.000,55908962304.000
2042,54783643648.000,55907110912.000
2043,54784892928.000,55905521664.000
2044,54785515520.000,55904751616.000
2045,54785994752.000,55903051776.000
2046,54786576384.000,55902154752.000
2047,54786887680.000,55902044160.000
2048,0.000,0.000
