E,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
(eV),keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV
2.995,9.026088361,14.41262506,19.23741616,25.44367885,31.75680907,37.00072463,40.18446164,40.63292868,38.70054355,35.82266224,33.32539362,31.5861647,30.28503502,29.00421256,27.52749717,25.83682706,24.01218087,22.15295204,20.3397503,18.62633457,17.04158306,15.5964864,14.29107522,13.11823346,12.06765972,11.12772125,10.28667705,9.53347303,8.857696696,8.250312651
3.01,6.661662586,10.63717097,14.19808563,18.77858898,23.43796542,27.30821293,29.65795525,29.98894426,28.56275639,26.43874946,24.59565195,23.31202208,22.35172912,21.40642329,20.31653871,19.06874471,17.72206912,16.34986892,15.01163804,13.74705327,12.57742832,11.51087503,10.54741619,9.68179995,8.906423507,8.212701418,7.59196833,7.036065823,6.537309004,6.089029322
3.025,4.807220656,7.676045936,10.24569012,13.55109474,16.91341614,19.70628257,21.4019148,21.64076467,20.61159219,19.0788562,17.7488314,16.82253228,16.12956097,15.44740448,14.66091593,13.76047544,12.78867891,11.79846267,10.83275911,9.920200163,9.076166469,8.306511854,7.611252863,6.986599704,6.427066053,5.926456472,5.478517844,5.077362855,4.717445893,4.39395476
3.04,3.391828278,5.415983897,7.22904646,9.561239151,11.93359058,13.90415195,15.10053834,15.26906352,14.54291081,13.46145904,12.52303411,11.86946569,11.3805262,10.89921718,10.3442944,9.708970301,9.023299245,8.324631515,7.64325898,6.999383529,6.403857353,5.860810798,5.370255587,4.929517795,4.534726463,4.181510297,3.865457293,3.582413548,3.328466242,3.100220033
3.055,2.339925499,3.736332676,4.987112779,6.596025937,8.232643462,9.592077497,10.41743031,10.53369102,10.032739,9.286676296,8.639283725,8.188405522,7.851100093,7.519058636,7.136233025,6.697940685,6.224915253,5.742923644,5.272863389,4.828671235,4.417833839,4.043200639,3.704779751,3.400726527,3.128370517,2.884696097,2.666659556,2.471395236,2.296203794,2.138742877
3.07,1.578332786,2.520241077,3.363920607,4.449168999,5.553104615,6.470073684,7.026792864,7.105213349,6.767309853,6.264073652,5.827392688,5.523265118,5.295744944,5.071775402,4.813550736,4.517912426,4.198845777,3.873731166,3.556664469,3.25704636,2.979926777,2.727227748,2.498954759,2.293863563,2.110152889,1.945788632,1.798717743,1.667007271,1.548836448,1.442625303
3.085,1.040934733,1.662137729,2.218557347,2.934295343,3.66235785,4.267113046,4.634277903,4.685997418,4.463144869,4.131252859,3.843255051,3.642678242,3.492625181,3.3449138,3.174610607,2.979632501,2.769203005,2.55478475,2.345674192,2.148071228,1.965306381,1.798647266,1.648097508,1.512836511,1.391676312,1.283275391,1.18627973,1.099414519,1.021478934,0.951430957
3.1,0.671238404,1.071816168,1.43061889,1.89215679,2.361642051,2.751613583,2.988376892,3.021727806,2.878023129,2.664005232,2.478292158,2.348951813,2.252191297,2.156940786,2.047122112,1.921391999,1.785698162,1.647432188,1.512588826,1.385166036,1.267311483,1.159842583,1.062761676,0.97553961,0.897410338,0.827508792,0.764961846,0.708947449,0.658691257,0.613521337
3.115,0.42321248,0.675774771,0.901998106,1.192995459,1.489003585,1.734878699,1.88415679,1.905184376,1.814579291,1.679642069,1.562550898,1.481002452,1.419995426,1.359940445,1.290700303,1.211428069,1.125873746,1.038697696,0.953679578,0.873340091,0.799033328,0.731274668,0.670065588,0.615072461,0.565812299,0.521739682,0.482304108,0.446987277,0.415300972,0.386821539
3.13,0.260896655,0.416593048,0.556052336,0.735442689,0.917922019,1.069495987,1.161521048,1.174483867,1.118628795,1.03544441,0.963261533,0.912989582,0.875380744,0.83835881,0.79567452,0.746805769,0.694064311,0.640323107,0.587912196,0.538385505,0.49257779,0.450806767,0.413073347,0.37917186,0.34880456,0.321635214,0.297324455,0.275552769,0.256019186,0.238462536
3.145,0.157255893,0.251102154,0.335161472,0.443289306,0.553279026,0.644640488,0.700108747,0.707922108,0.67425537,0.624115844,0.580607494,0.550305992,0.527637202,0.505322168,0.479594138,0.450138412,0.418348403,0.385955794,0.354365019,0.324512712,0.296902025,0.271724459,0.248980566,0.228546378,0.210242427,0.19386605,0.179212692,0.166089765,0.154315859,0.143733555
3.16,0.092677388,0.147984862,0.197524487,0.261248682,0.326070163,0.379913242,0.412602976,0.417207712,0.397366514,0.367817222,0.342175956,0.324318031,0.310958377,0.297807207,0.282644618,0.265285143,0.246549979,0.227459677,0.20884193,0.191248733,0.174976614,0.160138434,0.146734518,0.134691806,0.123904532,0.114253255,0.105617426,0.097883543,0.090944695,0.084708106
3.175,0.053403739,0.085273713,0.113820064,0.150540027,0.187892283,0.218918425,0.237755318,0.240408717,0.228975571,0.211948303,0.197172968,0.186882649,0.179184388,0.171606276,0.162869139,0.152866108,0.142070382,0.131070029,0.120341984,0.110204321,0.100827905,0.092277766,0.084554089,0.077614776,0.071398881,0.065837579,0.060861405,0.056404958,0.052406631,0.048812967
3.19,0.030095033,0.048054973,0.064141925,0.084835018,0.105884431,0.123368839,0.133984143,0.135479434,0.129036423,0.119440912,0.111114454,0.105315505,0.100977404,0.096707301,0.091784485,0.086148788,0.080066821,0.073869856,0.06782652,0.062115932,0.056834286,0.052018173,0.047667665,0.043759031,0.040257928,0.037125584,0.034322868,0.031812942,0.029561103,0.027537242
3.205,0.0166917,0.026652876,0.035575231,0.047052304,0.058727004,0.068424435,0.074312033,0.075141371,0.071567865,0.066245887,0.061627833,0.058412129,0.056008719,0.053647764,0.050932033,0.047829089,0.044485898,0.041084129,0.037770392,0.034641955,0.031750637,0.029115765,0.026736892,0.024600702,0.022688222,0.020978146,0.019449033,0.018080728,0.016854249,0.015753139
3.22,0.010461046,0.016703929,0.02229576,0.029488688,0.036805473,0.042883061,0.046572945,0.047092711,0.044853137,0.041517857,0.038624585,0.036616779,0.035144643,0.033760329,0.032247143,0.030596797,0.028889731,0.027213137,0.025628178,0.024168993,0.022848255,0.021665593,0.02061444,0.019684477,0.018864756,0.018144504,0.017513639,0.016963132,0.016484494,0.016070553
3.235,0.020660946,0.032990866,0.044034935,0.058241229,0.072692144,0.084695601,0.091983256,0.093009824,0.08858675,0.0820005,0.076294691,0.072396019,0.069790729,0.06790093,0.066584279,0.065931036,0.065996762,0.066717566,0.067942217,0.069500669,0.071242595,0.073056714,0.074874392,0.076657769,0.078393572,0.080083375,0.081736981,0.083368442,0.084991173,0.086618835
3.25,0.134322045,0.214481976,0.286282271,0.378640983,0.472590048,0.550627558,0.598006452,0.604680455,0.575925296,0.533108698,0.496032311,0.470831488,0.45455168,0.444103267,0.439182558,0.440608443,0.448517287,0.461979802,0.479420717,0.499217612,0.520011506,0.540838304,0.561130651,0.580604352,0.599191298,0.616951456,0.634013238,0.650537399,0.66667685,0.682580954
3.265,0.867018012,1.384431996,1.847886444,2.444040761,3.050460442,3.554174683,3.859994584,3.903073755,3.71746598,3.441095823,3.201785725,3.039194636,2.934448956,2.867947543,2.838048406,2.850156089,2.905035696,2.996425811,3.113855333,3.246587308,3.38565444,3.524710549,3.660031467,3.789763299,3.91347573,4.03158128,4.144941936,4.254630859,4.361668684,4.467050521
3.28,4.514212041,7.208177337,9.621197156,12.72513151,15.88251347,18.50514974,20.09743025,20.32172607,19.35534155,17.91639441,16.67040733,15.82389099,15.27865691,14.93278613,14.77785637,14.84205431,15.12931762,15.60694073,16.22028397,16.91333883,17.63933832,18.36519132,19.07148285,19.74855267,20.39416401,21.01047484,21.6019864,22.17430036,22.73274418,23.28251134
3.295,18.68859019,29.84145872,39.83122839,52.68134634,65.7527344,76.61030471,83.20225865,84.13083104,80.13005216,74.17289013,69.01457341,65.51005356,63.25286569,61.82112294,61.18000608,61.44622448,62.63606234,64.61408029,67.15402697,70.02398987,73.03032646,76.03602253,78.96069172,81.76433816,84.43770319,86.98972457,89.43904222,91.80885217,94.12121489,96.39763587
3.31,61.4546772,98.12924324,130.9791299,173.2348508,216.2181859,251.9217072,273.5983771,276.6518507,263.4958785,243.9066283,226.9442638,215.4201705,207.9977595,203.2897374,201.1816242,202.0572082,205.9700311,212.4747057,220.8272204,230.2649503,240.1511193,250.0351694,259.6527584,268.8723648,277.6635431,286.0556855,294.1100885,301.9030306,309.5070566,316.9928857
3.325,160.5006713,256.2833316,342.0771086,452.4360247,564.6952448,657.9418356,714.554615,722.5293467,688.1700029,637.0089206,592.7084539,562.6110763,543.226034,530.9301507,525.4244468,527.7112612,537.9304261,554.9187219,576.7330139,601.3815552,627.2012792,653.0154649,678.1337306,702.2125819,725.1725055,747.0902647,768.1259476,788.4787716,808.3382012,827.8889344
3.34,332.9185349,531.5957285,709.5534796,938.4654734,1171.319173,1364.735924,1482.164988,1498.706576,1427.436703,1321.315823,1229.425575,1166.996087,1126.786663,1101.281932,1089.861739,1094.605184,1115.802315,1151.040321,1196.288653,1247.415927,1300.972527,1354.517637,1406.619233,1456.564821,1504.189471,1549.65241,1593.285701,1635.502569,1676.696014,1717.249143
3.355,548.4508997,875.7522486,1168.920332,1546.030573,1929.63439,2248.269672,2441.722631,2468.973288,2351.563106,2176.739279,2025.359035,1922.512527,1856.271413,1814.254853,1795.441199,1803.255571,1838.175791,1896.226989,1970.769225,2054.996447,2143.225746,2231.436117,2317.268438,2399.548946,2478.005933,2552.901711,2624.783319,2694.331511,2762.19371,2829.001052
3.37,717.5895463,1145.828476,1529.407666,2022.816223,2524.720932,2941.621237,3194.733815,3230.388395,3076.769686,2848.031342,2649.966427,2515.402733,2428.733296,2373.759107,2349.143447,2359.367722,2405.057111,2481.010919,2578.541494,2688.743841,2804.182478,2919.59635,3031.898797,3139.554075,3242.206683,3340.199828,3434.249254,3525.245652,3614.036108,3701.446397
3.385,745.6808836,1190.683999,1589.279088,2102.003013,2623.555687,3056.776307,3319.797433,3356.847776,3197.215386,2959.522666,2753.704143,2613.87271,2523.810443,2466.684189,2441.104905,2451.729429,2499.207412,2578.13457,2679.483156,2793.999574,2913.957267,3033.889224,3150.587954,3262.457592,3369.128723,3470.957987,3568.689148,3663.247765,3755.514085,3846.346208
3.4,615.415554,982.6796812,1311.642945,1734.797521,2165.238526,2522.778478,2739.851619,2770.429522,2638.683814,2442.51438,2272.65094,2157.247098,2082.91809,2035.771401,2014.660642,2023.429135,2062.613041,2127.752166,2211.395851,2305.907037,2404.908945,2503.889613,2600.201876,2692.528658,2780.565075,2864.605466,2945.263664,3023.303541,3099.451568,3174.415943
3.415,403.3875396,644.1188173,859.7449595,1137.11085,1419.252789,1653.610144,1795.895467,1815.93842,1729.582824,1600.999292,1489.658597,1414.014634,1365.294065,1334.39074,1320.553233,1326.300733,1351.984678,1394.681538,1449.507614,1511.457032,1576.34999,1641.229027,1704.358999,1764.876601,1822.581989,1877.668095,1930.53727,1981.690208,2031.603092,2080.740126
3.43,209.9979432,335.3192985,447.5712694,591.9640948,738.8432644,860.8464443,934.9182045,945.352287,900.3967646,833.4579663,775.4955491,736.1163536,710.7531032,694.6652619,687.4616483,690.4537166,703.8244214,726.0518129,754.5935058,786.8435109,820.6258827,854.4010068,887.2655926,918.7702143,948.8108371,977.4878979,1005.010855,1031.640363,1057.624317,1083.204373
3.445,86.82527243,138.6403552,185.0518001,244.7521296,305.4804573,355.9236148,386.5491565,390.8632085,372.2760004,344.599637,320.6346276,304.3529949,293.866363,287.2147207,284.236331,285.4734248,291.001646,300.1917328,311.9925163,325.3265302,339.2941128,353.2586989,366.8468159,379.8726451,392.2931728,404.1499252,415.5295045,426.5396804,437.2829468,447.8592188
3.46,28.51122121,45.52598254,60.76632597,80.37040267,100.312048,116.8763038,126.9329563,128.3495817,122.2460132,113.1577961,105.2882938,99.94181788,96.49827347,94.31404254,93.33601477,93.74224504,95.55757292,98.57536475,102.4504433,106.8289958,111.4155963,116.0012128,120.4632064,124.740559,128.8191458,132.7126031,136.4493688,140.0648318,143.5926485,147.0656285
3.475,7.435737267,11.87319345,15.84788078,20.96063139,26.16142002,30.4813842,33.10416297,33.47361943,31.88180644,29.511596,27.45922683,26.06486388,25.16678619,24.59713794,24.34206793,24.44801294,24.92145113,25.70849238,26.71911432,27.86104248,29.05722963,30.25316015,31.41684976,32.53238492,33.5960819,34.61149704,35.58604695,36.52896107,37.44901699,38.35477148
3.49,1.540177605,2.459315868,3.282599987,4.341613197,5.41886188,6.313663812,6.856924686,6.933450865,6.603735784,6.112789843,5.687678932,5.398862032,5.212841589,5.094849324,5.042016215,5.063960794,5.162024897,5.325046163,5.534378099,5.770907728,6.018676118,6.266391352,6.50742847,6.738491269,6.958816734,7.169141493,7.371001765,7.566309259,7.756882093,7.944492644
3.505,0.253370544,0.404575549,0.540011842,0.714227304,0.891442635,1.038644135,1.128014544,1.140603664,1.086363108,1.005598889,0.935665018,0.888152513,0.857550782,0.838140187,0.829448752,0.833058796,0.849191062,0.87600926,0.910445903,0.949356766,0.990116488,1.030867466,1.070519845,1.108531375,1.144776534,1.179376503,1.212584003,1.244713522,1.276064155,1.30692747
3.52,0.033103964,0.052859555,0.070554896,0.093316904,0.116470858,0.135703374,0.147380007,0.14902483,0.141938066,0.131385869,0.122248705,0.116040989,0.11204274,0.109506661,0.108371087,0.108842755,0.110950506,0.11445442,0.118953717,0.124037591,0.129363026,0.134687318,0.139868074,0.144834445,0.149570033,0.15409067,0.158429374,0.162627235,0.166723332,0.170755758
3.535,0.003435124,0.005485118,0.007321323,0.009683286,0.01208592,0.014081635,0.015293293,0.015463972,0.014728595,0.013633617,0.012685474,0.012041313,0.011626424,0.011363261,0.011245425,0.011294369,0.011513085,0.011876678,0.01234356,0.012871103,0.013423711,0.013976201,0.014513796,0.015029145,0.015520547,0.015989643,0.016439861,0.016875463,0.017300506,0.017718942
3.55,0.000283102,0.00045205,0.00060338,0.000798038,0.000996049,0.001160524,0.001260381,0.001274448,0.001213842,0.001123601,0.001045461,0.000992373,0.00095818,0.000936492,0.00092678,0.000930814,0.000948839,0.000978805,0.001017282,0.001060759,0.001106302,0.001151835,0.00119614,0.001238612,0.00127911,0.00131777,0.001354875,0.001390774,0.001425804,0.001460289
3.565,1.85303E-05,2.95888E-05,3.94939E-05,5.22352E-05,6.51959E-05,7.59616E-05,8.24977E-05,8.34184E-05,7.94515E-05,7.35448E-05,6.84301E-05,6.49553E-05,6.27172E-05,6.12976E-05,6.0662E-05,6.0926E-05,6.21058E-05,6.40672E-05,6.65857E-05,6.94315E-05,7.24124E-05,7.53928E-05,7.82928E-05,8.10727E-05,8.37235E-05,8.6254E-05,8.86827E-05,9.10325E-05,9.33253E-05,9.55825E-05
3.58,9.63302E-07,1.53818E-06,2.0531E-06,2.71546E-06,3.38922E-06,3.94887E-06,4.28866E-06,4.33652E-06,4.1303E-06,3.82324E-06,3.55735E-06,3.37671E-06,3.26037E-06,3.18657E-06,3.15352E-06,3.16725E-06,3.22858E-06,3.33054E-06,3.46147E-06,3.6094E-06,3.76437E-06,3.9193E-06,4.07005E-06,4.21457E-06,4.35237E-06,4.48392E-06,4.61017E-06,4.73233E-06,4.85152E-06,4.96886E-06
3.595,3.97732E-08,6.35088E-08,8.4769E-08,1.12117E-07,1.39935E-07,1.63042E-07,1.77071E-07,1.79048E-07,1.70533E-07,1.57855E-07,1.46877E-07,1.39419E-07,1.34615E-07,1.31568E-07,1.30203E-07,1.3077E-07,1.33302E-07,1.37512E-07,1.42917E-07,1.49025E-07,1.55422E-07,1.61819E-07,1.68043E-07,1.7401E-07,1.79699E-07,1.8513E-07,1.90343E-07,1.95386E-07,2.00307E-07,2.05152E-07
3.61,1.30451E-09,2.083E-09,2.78031E-09,3.67728E-09,4.5897E-09,5.34758E-09,5.80771E-09,5.87253E-09,5.59327E-09,5.17744E-09,4.81738E-09,4.57276E-09,4.41519E-09,4.31523E-09,4.27044E-09,4.28896E-09,4.37192E-09,4.50989E-09,4.68708E-09,4.8873E-09,5.09704E-09,5.30674E-09,5.51079E-09,5.7064E-09,5.89293E-09,6.07099E-09,6.24188E-09,6.40723E-09,6.56858E-09,6.72742E-09
3.625,3.4065E-11,5.43941E-11,7.26031E-11,9.60259E-11,1.19852E-10,1.39643E-10,1.51658E-10,1.53351E-10,1.46059E-10,1.352E-10,1.25798E-10,1.19409E-10,1.15292E-10,1.12676E-10,1.11495E-10,1.1196E-10,1.14102E-10,1.17676E-10,1.22272E-10,1.27469E-10,1.32916E-10,1.38362E-10,1.43663E-10,1.48746E-10,1.53593E-10,1.5822E-10,1.62663E-10,1.66961E-10,1.71156E-10,1.75287E-10
3.64,7.31314E-13,1.16774E-12,1.55866E-12,2.0615E-12,2.57301E-12,2.99788E-12,3.25583E-12,3.29217E-12,3.13561E-12,2.9025E-12,2.70063E-12,2.56334E-12,2.47434E-12,2.41643E-12,2.38762E-12,2.39224E-12,2.43115E-12,2.49958E-12,2.58928E-12,2.6917E-12,2.79966E-12,2.90804E-12,3.01382E-12,3.11547E-12,3.21262E-12,3.30555E-12,3.39494E-12,3.48163E-12,3.5664E-12,3.65003E-12
3.655,1.96166E-14,3.13233E-14,4.18092E-14,5.52974E-14,6.90179E-14,8.04146E-14,8.73339E-14,8.83086E-14,8.4109E-14,7.78554E-14,7.24356E-14,6.87153E-14,6.61573E-14,6.41272E-14,6.241E-14,6.10617E-14,6.01639E-14,5.97219E-14,5.96681E-14,5.99073E-14,6.03459E-14,6.0909E-14,6.15471E-14,6.22291E-14,6.294E-14,6.36749E-14,6.44349E-14,6.52244E-14,6.60478E-14,6.69101E-14
3.67,2.36533E-15,3.7769E-15,5.04126E-15,6.66765E-15,8.32204E-15,9.69623E-15,1.05305E-14,1.06481E-14,1.01417E-14,9.38753E-15,8.73321E-15,8.27821E-15,7.94076E-15,7.61495E-15,7.24743E-15,6.83473E-15,6.39659E-15,5.95632E-15,5.53186E-15,5.13456E-15,4.76991E-15,4.43954E-15,4.14278E-15,3.87758E-15,3.64133E-15,3.43125E-15,3.24461E-15,3.07888E-15,2.93169E-15,2.801E-15
3.685,5.95424E-16,9.50758E-16,1.26904E-15,1.67844E-15,2.0949E-15,2.44083E-15,2.65085E-15,2.68043E-15,2.55296E-15,2.36312E-15,2.19838E-15,2.08366E-15,1.99786E-15,1.91347E-15,1.81626E-15,1.70504E-15,1.58509E-15,1.46293E-15,1.34384E-15,1.23134E-15,1.12733E-15,1.0325E-15,9.4685E-16,8.69917E-16,8.01017E-16,7.39386E-16,6.84254E-16,6.34894E-16,5.90624E-16,5.50851E-16
3.7,1.55708E-16,2.48631E-16,3.31863E-16,4.38926E-16,5.47833E-16,6.38296E-16,6.93218E-16,7.00954E-16,6.67619E-16,6.17973E-16,5.74893E-16,5.4489E-16,5.22444E-16,5.0035E-16,4.74877E-16,4.45714E-16,4.1424E-16,3.8217E-16,3.50895E-16,3.21341E-16,2.94007E-16,2.69081E-16,2.46565E-16,2.26336E-16,2.08215E-16,1.92003E-16,1.77497E-16,1.64506E-16,1.52851E-16,1.42375E-16
3.715,3.9911E-17,6.37289E-17,8.50629E-17,1.12505E-16,1.4042E-16,1.63608E-16,1.77685E-16,1.79668E-16,1.71124E-16,1.58399E-16,1.47356E-16,1.39666E-16,1.33913E-16,1.28249E-16,1.21719E-16,1.14244E-16,1.06176E-16,9.79545E-17,8.9937E-17,8.23606E-17,7.53532E-17,6.89633E-17,6.31911E-17,5.8005E-17,5.33596E-17,4.92034E-17,4.54845E-17,4.2154E-17,3.91658E-17,3.64801E-17
3.73,1.00032E-17,1.59728E-17,2.13199E-17,2.81979E-17,3.51945E-17,4.1006E-17,4.45344E-17,4.50314E-17,4.28899E-17,3.97004E-17,3.69328E-17,3.50054E-17,3.35634E-17,3.21439E-17,3.05073E-17,2.86336E-17,2.66115E-17,2.4551E-17,2.25415E-17,2.06426E-17,1.88862E-17,1.72847E-17,1.5838E-17,1.45382E-17,1.33738E-17,1.23321E-17,1.14E-17,1.05653E-17,9.81636E-18,9.14322E-18
3.745,2.45138E-18,3.9143E-18,5.22466E-18,6.9102E-18,8.62477E-18,1.0049E-17,1.09136E-17,1.10354E-17,1.05106E-17,9.72901E-18,9.05078E-18,8.57843E-18,8.22506E-18,7.8772E-18,7.47614E-18,7.01698E-18,6.52142E-18,6.01648E-18,5.52403E-18,5.05868E-18,4.62828E-18,4.23581E-18,3.88127E-18,3.56274E-18,3.27742E-18,3.02214E-18,2.79372E-18,2.58916E-18,2.40562E-18,2.24066E-18
3.76,5.87371E-19,9.37898E-19,1.25187E-18,1.65574E-18,2.06657E-18,2.40781E-18,2.61499E-18,2.64418E-18,2.51843E-18,2.33115E-18,2.16864E-18,2.05546E-18,1.97079E-18,1.88744E-18,1.79135E-18,1.68133E-18,1.56259E-18,1.4416E-18,1.3236E-18,1.2121E-18,1.10898E-18,1.01494E-18,9.29989E-19,8.53667E-19,7.85301E-19,7.24135E-19,6.69404E-19,6.2039E-19,5.76414E-19,5.36888E-19
3.775,1.37608E-19,2.19728E-19,2.93285E-19,3.87903E-19,4.8415E-19,5.64096E-19,6.12634E-19,6.19471E-19,5.90011E-19,5.46136E-19,5.08064E-19,4.81548E-19,4.61712E-19,4.42185E-19,4.19672E-19,3.93897E-19,3.66079E-19,3.37734E-19,3.10091E-19,2.83969E-19,2.59809E-19,2.37778E-19,2.17877E-19,1.99996E-19,1.8398E-19,1.6965E-19,1.56828E-19,1.45345E-19,1.35043E-19,1.25783E-19
3.79,3.15211E-20,5.0332E-20,6.71812E-20,8.88549E-20,1.10902E-19,1.29215E-19,1.40333E-19,1.41899E-19,1.35151E-19,1.25101E-19,1.1638E-19,1.10306E-19,1.05762E-19,1.01289E-19,9.61321E-20,9.02279E-20,8.38559E-20,7.73632E-20,7.10312E-20,6.50477E-20,5.95135E-20,5.4467E-20,4.99083E-20,4.58126E-20,4.21439E-20,3.88615E-20,3.59245E-20,3.32942E-20,3.09343E-20,2.88132E-20
3.805,7.05972E-21,1.12728E-20,1.50465E-20,1.99007E-20,2.48385E-20,2.894E-20,3.14301E-20,3.17809E-20,3.02695E-20,2.80186E-20,2.60653E-20,2.4705E-20,2.36873E-20,2.26856E-20,2.15306E-20,2.02082E-20,1.87811E-20,1.7327E-20,1.59088E-20,1.45687E-20,1.33292E-20,1.2199E-20,1.1178E-20,1.02607E-20,9.43908E-21,8.70394E-21,8.04615E-21,7.45706E-21,6.92853E-21,6.45348E-21
3.82,1.54598E-21,2.46858E-21,3.29496E-21,4.35796E-21,5.43927E-21,6.33744E-21,6.88274E-21,6.95956E-21,6.62858E-21,6.13566E-21,5.70793E-21,5.41004E-21,5.18718E-21,4.96781E-21,4.71488E-21,4.42531E-21,4.1128E-21,3.79437E-21,3.48382E-21,3.19036E-21,2.91894E-21,2.67144E-21,2.44787E-21,2.247E-21,2.06708E-21,1.9061E-21,1.76205E-21,1.63306E-21,1.51732E-21,1.41329E-21
3.835,3.31014E-22,5.28555E-22,7.05495E-22,9.33097E-22,1.16462E-21,1.35693E-21,1.47369E-21,1.49013E-21,1.41927E-21,1.31373E-21,1.22214E-21,1.15836E-21,1.11064E-21,1.06367E-21,1.00952E-21,9.4752E-22,8.80608E-22,8.12429E-22,7.45938E-22,6.83107E-22,6.24995E-22,5.72004E-22,5.24136E-22,4.81129E-22,4.42606E-22,4.08139E-22,3.77299E-22,3.4968E-22,3.249E-22,3.02628E-22
3.85,6.92977E-23,1.10653E-22,1.47695E-22,1.95344E-22,2.43812E-22,2.84073E-22,3.08516E-22,3.11959E-22,2.97123E-22,2.75028E-22,2.55855E-22,2.42502E-22,2.32513E-22,2.2268E-22,2.11343E-22,1.98363E-22,1.84356E-22,1.70083E-22,1.56164E-22,1.43011E-22,1.30845E-22,1.19752E-22,1.09732E-22,1.00729E-22,9.26646E-23,8.54495E-23,7.89936E-23,7.32119E-23,6.80245E-23,6.3362E-23
3.865,1.41847E-23,2.26497E-23,3.0232E-23,3.99852E-23,4.99064E-23,5.81473E-23,6.31506E-23,6.38554E-23,6.08186E-23,5.6296E-23,5.23715E-23,4.96382E-23,4.75935E-23,4.55807E-23,4.32602E-23,4.06035E-23,3.77364E-23,3.4815E-23,3.1966E-23,2.92738E-23,2.67839E-23,2.45134E-23,2.24625E-23,2.06198E-23,1.89693E-23,1.74926E-23,1.61712E-23,1.49878E-23,1.39261E-23,1.29718E-23
3.88,2.83888E-24,4.53306E-24,6.05055E-24,8.00254E-24,9.98815E-24,1.16375E-23,1.26388E-23,1.27799E-23,1.21721E-23,1.12669E-23,1.04815E-23,9.93448E-24,9.52526E-24,9.12243E-24,8.65802E-24,8.12634E-24,7.55255E-24,6.96791E-24,6.39777E-24,5.85902E-24,5.36075E-24,4.9064E-24,4.49597E-24,4.12724E-24,3.79695E-24,3.50144E-24,3.23703E-24,3.00022E-24,2.78776E-24,2.59679E-24
3.895,5.55527E-25,8.87051E-25,1.184E-24,1.56598E-24,1.95453E-24,2.27728E-24,2.47322E-24,2.50083E-24,2.38189E-24,2.20477E-24,2.05107E-24,1.94403E-24,1.86395E-24,1.78512E-24,1.69425E-24,1.59021E-24,1.47794E-24,1.36355E-24,1.252E-24,1.14659E-24,1.0491E-24,9.60206E-25,8.79909E-25,8.07767E-25,7.43148E-25,6.85334E-25,6.33603E-25,5.87274E-25,5.45706E-25,5.08344E-25
3.91,1.0629E-25,1.6972E-25,2.26536E-25,2.9962E-25,3.73962E-25,4.35714E-25,4.73205E-25,4.78486E-25,4.5573E-25,4.21841E-25,3.92434E-25,3.71953E-25,3.56631E-25,3.4155E-25,3.24164E-25,3.04261E-25,2.82783E-25,2.609E-25,2.39561E-25,2.19397E-25,2.0075E-25,1.83746E-25,1.68387E-25,1.54589E-25,1.42229E-25,1.31171E-25,1.21277E-25,1.12415E-25,1.04464E-25,9.73177E-26
3.925,1.9884E-26,3.17503E-26,4.23791E-26,5.60512E-26,6.99587E-26,8.15108E-26,8.85244E-26,8.95123E-26,8.52554E-26,7.89155E-26,7.34142E-26,6.95828E-26,6.67166E-26,6.38955E-26,6.06434E-26,5.69206E-26,5.29035E-26,4.88108E-26,4.48199E-26,4.10492E-26,3.75621E-26,3.43826E-26,3.15107E-26,2.89306E-26,2.66195E-26,2.45519E-26,2.27018E-26,2.10448E-26,1.95581E-26,1.82218E-26
3.94,3.63703E-27,5.80751E-27,7.75164E-27,1.02524E-26,1.27963E-26,1.49093E-26,1.61922E-26,1.63729E-26,1.55942E-26,1.44346E-26,1.34283E-26,1.27275E-26,1.22033E-26,1.16873E-26,1.10926E-26,1.04118E-26,9.67726E-27,8.92896E-27,8.19934E-27,7.51002E-27,6.87257E-27,6.29139E-27,5.76646E-27,5.29488E-27,4.8725E-27,4.4946E-27,4.15646E-27,3.85361E-27,3.58188E-27,3.33761E-27
3.955,6.50455E-28,1.03863E-27,1.38632E-27,1.83357E-27,2.28852E-27,2.66642E-27,2.89585E-27,2.92817E-27,2.78891E-27,2.58152E-27,2.40156E-27,2.27622E-27,2.18247E-27,2.09021E-27,1.98387E-27,1.86217E-27,1.73087E-27,1.59713E-27,1.46674E-27,1.34357E-27,1.22968E-27,1.12585E-27,1.03207E-27,9.47837E-28,8.72389E-28,8.04889E-28,7.4449E-28,6.90394E-28,6.41852E-28,5.98213E-28
3.97,1.13741E-28,1.81618E-28,2.42417E-28,3.20624E-28,4.00178E-28,4.66259E-28,5.06378E-28,5.12029E-28,4.87679E-28,4.51413E-28,4.19945E-28,3.98029E-28,3.81636E-28,3.65506E-28,3.46919E-28,3.25651E-28,3.02711E-28,2.79349E-28,2.56577E-28,2.35068E-28,2.15184E-28,1.97059E-28,1.80692E-28,1.6599E-28,1.52823E-28,1.41043E-28,1.30502E-28,1.21061E-28,1.12589E-28,1.04971E-28
